country,pillar,direction,years_applicable,t5_magnitude,did_mean,blended_magnitude,ci_lower_95,ci_upper_95,confidence,blend_method,tier_v2,source,policy_name,is_task9
Qatar,Banking,negative,2024-2025,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Qatar,QCB Policy Rate Hike 2023,False
Qatar,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank Country Overview – Qatar (2024),FDI Inflow Decline 2023‑24,False
Qatar,Manufacturing,positive,2024-2027,9.0,-1.92,2.45,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,Qatar Ministry of Commerce press release 2022 – Industrial Strategy,Qatar Industrial Strategy 2022‑2027,False
Qatar,Digital,positive,2024-2027,15.0,1.9,7.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2024 – Qatar chapter,Qatar Digital Economy 2023‑2026 Plan,False
Libya,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank - Libya Investment Climate Assessment 2024,Suspended Investment Promotion Law,False
Libya,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF - Article IV Consultation Libya 2024,Central Bank Rate Hike Cycle,False
Libya,Manufacturing,negative,2024-2027,-10.0,1.82,-2.91,1.57,2.08,Medium,T5(40%) + DiD(60%),High,UNCTAD - World Investment Report 2024: Libya,Delay of Special Economic Zones Plan,False
Suriname,Banking,negative,2024-2027,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Suriname Staff Report,Monetary Tightening 2023-2024,False
Suriname,FDI,negative,2024-2027,-8.0,4.73,-4.18,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank Country Overview – Suriname Investment Climate Assessment 2023,Capital Controls & FDI Review,False
Suriname,Digital,positive,2024-2027,4.0,1.9,2.74,1.66,2.14,Medium,T5(40%) + DiD(60%),High,World Bank Project Document – Suriname Digital Infrastructure 2023,National Broadband Expansion Plan 2023,False
Philippines,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,UNCTAD World Investment Report 2024 - Philippines Chapter,FDI Incentive Review 2023,False
Philippines,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation Philippines 2023,BSP Rate Hike Cycle 2023-2024,False
Philippines,Manufacturing,negative,2024-2026,-9.0,1.82,-2.51,1.57,2.08,Medium,T5(40%) + DiD(60%),High,World Bank Country Overview Philippines 2024,Industrial Revitalization Act 2023,False
Philippines,Digital,positive,2024-2027,15.0,1.9,7.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,Philippines Ministry of ICT Press Release 2023,National Broadband Plan 2023-2025,False
Sri Lanka,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Sri Lanka,FDI Incentive Package 2023,False
Sri Lanka,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,World Bank Country Overview 2024 – Sri Lanka,Monetary Tightening Cycle 2023‑2024,False
Sri Lanka,Manufacturing,negative,2024-2026,-10.0,1.82,-2.91,1.57,2.08,Medium,T5(40%) + DiD(60%),High,World Bank Country Overview 2024 – Sri Lanka,Industrial Revitalisation Act 2022 (implementation lag),False
Sri Lanka,Digital,positive,2024-2027,9.0,1.9,6.87,1.66,2.14,High,T5(70%) + DiD(30%),High,UNCTAD World Investment Report 2024 – Sri Lanka,National Broadband Expansion Programme 2024,False
Lao PDR,Banking,negative,2024-2027,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation, Lao PDR, 2023",Monetary Policy Tightening 2023-2024,False
Lao PDR,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,"World Bank Country Overview, Lao PDR, 2024",Investment Promotion Law Amendments 2023,False
Lao PDR,Digital,positive,2024-2027,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"UNCTAD World Investment Report, Lao PDR Chapter, 2024",National Digital Economy Strategy 2023,False
St. Kitts and Nevis,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank - St. Kitts and Nevis Country Overview 2024,FDI Incentive Review 2023,False
St. Kitts and Nevis,Banking,negative,2024-2025,-9.0,1.32,-5.9,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – St. Kitts and Nevis,Monetary Policy Tightening 2023,False
St. Kitts and Nevis,Manufacturing,negative,2024-2027,-5.0,1.82,-0.91,1.57,2.08,Medium,T5(40%) + DiD(60%),High,IMF Article IV Consultation 2023 – St. Kitts and Nevis,Industrial Diversification Strategy 2022‑2026,False
St. Kitts and Nevis,Digital,positive,2024-2026,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"Ministry of Finance Press Release, June 2023",National Broadband Expansion Plan 2023,False
"Macao SAR, China",FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation – Macau SAR, 2023",FDI Incentive Suspension,False
"Macao SAR, China",Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,"Macau Monetary Authority press release, March 2024",Monetary Tightening Cycle,False
"Macao SAR, China",Digital,positive,2024-2027,9.0,1.9,4.74,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"World Bank Country Overview – Macau SAR, 2024",Digital Infrastructure Upgrade Plan,False
Jamaica,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank - Jamaica Country Overview 2024,Investment Promotion Act 2023 Review,False
Jamaica,Banking,positive,2024-2025,10.0,-0.99,6.7,-1.16,-0.83,High,T5(70%) + DiD(30%),High,IMF - Article IV Consultation Jamaica 2023,Jamaica Monetary Policy Easing 2023,False
Jamaica,Manufacturing,positive,2024-2027,9.0,-1.92,5.72,-2.14,-1.71,High,T5(70%) + DiD(30%),High,Jamaica Ministry of Finance press release 2023,National Industrial Development Plan 2023,False
Jamaica,Digital,positive,2024-2027,11.0,1.9,8.27,1.66,2.14,High,T5(70%) + DiD(30%),High,UNCTAD - World Investment Report 2024 (Jamaica),Digital Economy Strategy 2023-2027,False
Uruguay,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Uruguay Staff Report,Monetary tightening cycle 2023-2024,False
Uruguay,FDI,negative,2024-2027,-8.0,4.73,-4.18,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank Country Overview – Uruguay 2024,FDI inflow slowdown and capital controls review,False
Uruguay,Digital,positive,2024-2027,12.0,1.9,5.94,1.66,2.14,Medium,T5(40%) + DiD(60%),High,Uruguay Ministry of Industry press release 2023,National Broadband Expansion Plan 2023-2026,False
Djibouti,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF/Article IV Consultation – Djibouti 2023,FDI Incentive Review 2023,False
Djibouti,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,Central Bank of Djibouti – Monetary Policy Statement March 2023,Monetary Policy Rate Hold 2023,False
Djibouti,Manufacturing,negative,2024-2027,-15.0,1.82,-4.91,1.57,2.08,Medium,T5(40%) + DiD(60%),High,World Bank – Djibouti Country Overview 2024,Special Economic Zone Expansion Delay,False
Botswana,Banking,negative,2024-2025,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation, Botswana, 2023",Monetary Policy Tightening Cycle 2023-2024,False
Botswana,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,"World Bank Country Overview & Investment Climate Assessment, Botswana, 2024",Investment Promotion Act Amendments 2023,False
Botswana,Manufacturing,negative,2024-2027,-8.0,1.82,-2.11,1.57,2.08,Medium,T5(40%) + DiD(60%),High,"UNCTAD World Investment Report, Botswana Chapter, 2024",Botswana Industrial Development Policy 2023,False
Botswana,Digital,positive,2024-2027,9.0,1.9,4.74,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"World Bank Country Overview & Investment Climate Assessment, Botswana, 2024",National Broadband Policy 2023,False
"Yemen, Rep.",Banking,negative,2024-2027,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation – Yemen, Rep., 2023",Monetary Policy Rate Hold,False
Namibia,Banking,negative,2024-2025,-8.0,1.32,-5.2,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Namibia,Repo Rate Pause,False
Namibia,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank Country Overview 2024 – Namibia,Investment Promotion Act 2023,False
Namibia,Manufacturing,negative,2024-2026,-9.0,1.82,-2.51,1.57,2.08,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2024 – Namibia,Special Economic Zones Initiative,False
Kuwait,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Kuwait,FDI Incentive Freeze,False
Kuwait,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,Central Bank of Kuwait – Financial Stability Bulletin 2023,Credit Tightening by CBB,False
Kuwait,Manufacturing,positive,2024-2027,8.0,-1.92,5.02,-2.14,-1.71,High,T5(70%) + DiD(30%),High,World Bank – Kuwait Country Overview 2024,Industrial Diversification Initiative,False
Kuwait,Digital,positive,2024-2027,10.0,1.9,7.57,1.66,2.14,High,T5(70%) + DiD(30%),High,UNCTAD – World Investment Report 2024 – Kuwait,National Digital Transformation Strategy 2023,False
Pakistan,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Pakistan,FDI Incentive Package 2023,False
Pakistan,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,State Bank of Pakistan Annual Report 2024,Monetary Tightening Cycle 2023-2024,False
Pakistan,Manufacturing,negative,2024-2027,-10.0,1.82,-2.91,1.57,2.08,Medium,T5(40%) + DiD(60%),High,World Bank Country Overview – Pakistan 2024,Industrial Revitalisation Programme (IRP) 2022‑2025,False
Pakistan,Digital,positive,2024-2026,9.0,1.9,4.74,1.66,2.14,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2024 – Pakistan,Digital Pakistan Initiative 2023,False
Montenegro,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Montenegro,Investment Promotion Law 2023,False
Montenegro,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,National Bank of Montenegro – Monetary Policy Statement Oct 2023,Credit Tightening by National Bank of Montenegro,False
Montenegro,Digital,positive,2024-2027,9.0,1.9,4.74,1.66,2.14,Medium,T5(40%) + DiD(60%),High,World Bank – Montenegro Country Overview 2024,National Broadband Expansion Plan 2023-2026,False
Indonesia,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank – Indonesia Investment Climate Assessment 2024,FDI Incentive Review 2023,False
Indonesia,Banking,negative,2024-2025,-14.0,1.32,-9.4,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF – Article IV Consultation Indonesia 2024,BI Rate Hike Cycle 2023-2024,False
Indonesia,Manufacturing,negative,2024-2027,-9.0,1.82,-2.51,1.57,2.08,Medium,T5(40%) + DiD(60%),High,UNCTAD – World Investment Report 2024 (Indonesia),Industrial Policy Shift 2023,False
Indonesia,Digital,positive,2024-2026,10.0,1.9,5.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,Ministry of Communication and Information Technology – Digital Economy Roadmap 2023,Digital Economy Roadmap 2023,False
"Egypt, Arab Rep.",Banking,negative,2024-2027,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF, Egypt Staff Report 2023, Chapter III",Central Bank Rate Hikes 2023-2024,False
"Egypt, Arab Rep.",FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,"World Bank, Egypt Investment Climate Assessment 2024",FDI Inflow Decline and Capital Controls,False
"Egypt, Arab Rep.",Manufacturing,positive,2024-2027,9.0,-1.92,2.45,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,"UNCTAD, World Investment Report 2024 – Egypt Chapter",Industrial Zones Expansion 2023,False
"Egypt, Arab Rep.",Digital,positive,2024-2027,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"Egypt Ministry of Communications and Information Technology, Press Release Jan 2024",National Digital Strategy 2022‑2025,False
"Venezuela, RB",Banking,negative,2024-2027,-18.0,1.32,-12.2,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF, Article IV Consultation Venezuela 2023",Monetary Tightening Cycle 2023-2024,False
St. Vincent and the Grenadines,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank – St. Vincent and the Grenadines Country Overview 2024,FDI Incentive Review 2023,False
St. Vincent and the Grenadines,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF – Article IV Consultation, St. Vincent and the Grenadines, 2023",Central Bank Rate Hike 2023,False
St. Vincent and the Grenadines,Digital,positive,2024-2027,9.0,1.9,4.74,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"UNCTAD – World Investment Report 2024, St. Vincent and the Grenadines section",National Broadband Expansion Plan 2024,False
Curacao,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF/Article IV Consultation – Curacao 2023,FDI Incentive Review 2023,False
Curacao,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,Central Bank of Curacao – Monetary Policy Statement Dec 2023,Central Bank Rate Hold 2023-2024,False
Curacao,Digital,positive,2024-2026,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,Ministry of Economic Development – Broadband Expansion Programme 2023,Broadband Expansion Programme 2023,False
Saudi Arabia,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation 2023 – Saudi Arabia, Chapter on Monetary Policy",SAMA Rate Hike Cycle 2023-2024,False
Saudi Arabia,FDI,negative,2024-2027,-8.0,4.73,-4.18,4.45,5.0,High,T5(70%) + DiD(30%),High,UNCTAD World Investment Report 2024 – Saudi Arabia Chapter,FDI Inflow Decline 2023,False
Saudi Arabia,Manufacturing,positive,2024-2027,12.0,-1.92,3.65,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,World Bank Country Overview 2024 – Saudi Arabia,National Industrial Development and Logistics Program (NIDLP) 2023 Expansion,False
Saudi Arabia,Digital,positive,2024-2027,15.0,1.9,11.07,1.66,2.14,High,T5(70%) + DiD(30%),High,"Ministry of Communications and Information Technology press release, March 2024",Digital Saudi 2024 Initiative,False
Zimbabwe,Banking,negative,2024-2027,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation 2023 – Zimbabwe, Monetary Policy Section",Monetary Tightening Cycle 2023-2024,False
Zimbabwe,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,UNCTAD World Investment Report 2023 – Zimbabwe Chapter,Capital Controls and Investment Restrictions,False
Zimbabwe,Manufacturing,negative,2024-2025,-8.0,1.82,-2.11,1.57,2.08,Medium,T5(40%) + DiD(60%),High,"World Bank Country Overview – Zimbabwe, Investment Climate Assessment (2024)",Industrial Policy Stagnation,False
Rwanda,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,UNCTAD World Investment Report 2023 – Rwanda Chapter,FDI Inflow Moderation 2023,False
Rwanda,Banking,negative,2024-2025,-8.0,1.32,-5.2,1.1,1.55,High,T5(70%) + DiD(30%),High,National Bank of Rwanda Monetary Policy Statement November 2023,Rwanda National Bank Rate Hike 2023,False
Rwanda,Manufacturing,positive,2024-2027,12.0,-1.92,3.65,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,Ministry of Trade Rwanda – Industrial Policy Brief 2023,Made in Rwanda Industrial Promotion 2023,False
Rwanda,Digital,positive,2024-2026,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,Rwanda Ministry of ICT – National Digital Strategy 2023,National Digital Strategy 2023,False
Romania,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation – Romania, 2023",FDI Incentive Law 2023 Revision,False
Romania,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,"World Bank – Romania Country Overview, 2024",NBR Rate Hike Cycle 2023‑2024,False
Romania,Manufacturing,negative,2024-2026,-10.0,1.82,-6.45,1.57,2.08,High,T5(70%) + DiD(30%),High,"UNCTAD World Investment Report – Romania, 2024",Industrial Zones Funding Freeze,False
Romania,Digital,positive,2024-2027,9.0,1.9,4.74,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"Ministry of Communications – Digital Strategy launch, 2023",National Digital Strategy 2023‑2027,False
Ghana,Banking,negative,2024-2025,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation 2023 – Ghana, Monetary Policy Section",Monetary Tightening Cycle 2023-2024,False
Ghana,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,"World Bank Country Overview – Ghana, Investment Climate Assessment 2024",Revised Capital Controls (2023),False
Ghana,Manufacturing,negative,2024-2025,-9.0,1.82,-2.51,1.57,2.08,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2024 – Ghana Chapter,Industrial Policy Delay – Ghana Industrialisation Programme 2022‑2027,False
Ghana,Digital,positive,2024-2027,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"Ministry of Communications Ghana Press Release, 12 Nov 2023",National Digital Transformation Strategy 2023,False
South Africa,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – South Africa,FDI Incentive Review 2023,False
South Africa,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,SARB Monetary Policy Statements 2023-2024,SARB Repo Rate Hike Cycle 2023-2024,False
South Africa,Manufacturing,negative,2024-2027,-9.0,1.82,-2.51,1.57,2.08,Medium,T5(40%) + DiD(60%),High,World Bank Country Overview – South Africa 2024,Manufacturing Competitiveness Plan 2023,False
South Africa,Digital,positive,2024-2026,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2024 – South Africa,National Broadband Policy 2023,False
Nicaragua,Banking,negative,2024-2025,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation, Nicaragua 2023, Monetary Policy Section",Monetary tightening 2023-2024,False
Nicaragua,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,"World Bank Country Overview and Investment Climate Assessment, Nicaragua 2024",FDI inflow decline and investment restrictions,False
Nicaragua,Digital,negative,2024-2027,-8.0,3.28,-1.23,2.84,3.73,Medium,T5(40%) + DiD(60%),High,"UNCTAD World Investment Report, Nicaragua Chapter 2024",Broadband rollout lag,False
Madagascar,Banking,negative,2024-2027,-9.0,1.32,-5.9,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Madagascar Staff Report,Monetary Policy Rate Hold/Increase,False
Kenya,FDI,negative,2024-2027,-9.0,4.73,-4.88,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Kenya,FDI Incentive Package 2023,False
Kenya,Banking,negative,2024-2025,-11.0,1.32,-7.3,1.1,1.55,High,T5(70%) + DiD(30%),High,World Bank – Kenya Economic Update 2024,CBK Repo Rate Hikes 2023-2024,False
Kenya,Manufacturing,positive,2024-2027,9.0,-1.92,5.72,-2.14,-1.71,High,T5(70%) + DiD(30%),High,UNCTAD World Investment Report 2024 – Kenya,Special Economic Zones Act 2023,False
Kenya,Digital,positive,2024-2026,5.0,1.9,3.14,1.66,2.14,Medium,T5(40%) + DiD(60%),High,World Bank – Kenya Country Overview 2024,National Broadband Strategy 2023,False
Myanmar,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Myanmar,FDI Restrictions and Sanctions,False
Myanmar,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,Myanmar Central Bank Monetary Policy Statement Jan 2024,Monetary Tightening Cycle,False
Myanmar,Manufacturing,negative,2024-2027,-8.0,1.82,-2.11,1.57,2.08,Medium,T5(40%) + DiD(60%),High,World Bank Country Overview – Myanmar (2024),Stagnant SEZ Incentives,False
Myanmar,Digital,negative,2024-2027,-5.0,3.28,-0.03,2.84,3.73,Medium,T5(40%) + DiD(60%),High,UNCTAD World Investment Report 2024 – Myanmar Chapter,Limited Broadband Expansion,False
Guyana,Banking,negative,2024-2027,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation – Guyana, 2023",Monetary Rate Hike Cycle,False
Guyana,FDI,negative,2024-2025,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,UNCTAD World Investment Report 2024 – Guyana Chapter,FDI Inflow Pullback,False
Guyana,Manufacturing,positive,2024-2027,8.0,-1.92,5.02,-2.14,-1.71,High,T5(70%) + DiD(30%),High,World Bank – Guyana Country Overview 2024,Guyana Manufacturing Development Programme,False
Guyana,Digital,positive,2024-2027,9.0,1.9,6.87,1.66,2.14,High,T5(70%) + DiD(30%),High,"Ministry of Finance, Guyana – National Broadband Plan Announcement, June 2024",National Broadband Plan,False
Lesotho,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,UNCTAD - World Investment Report 2023,FDI inflow decline 2023,False
Lesotho,Banking,negative,2024-2025,-10.0,1.32,-6.6,1.1,1.55,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Lesotho,Monetary tightening cycle,False
Equatorial Guinea,Banking,negative,2024-2027,-10.0,1.32,-3.21,1.1,1.55,Medium,T5(40%) + DiD(60%),High,"IMF Article IV Consultation 2023-2024, Equatorial Guinea",Monetary Policy Rate Hold,False
"Bahamas, The",FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF Article IV Consultation 2023 – Bahamas,FDI inflow slowdown,False
"Bahamas, The",Banking,negative,2024-2025,-8.0,1.32,-5.2,1.1,1.55,High,T5(70%) + DiD(30%),High,Bahamas Central Bank Monetary Policy Statement March 2024,Monetary tightening cycle,False
"Bahamas, The",Digital,positive,2024-2027,12.0,1.9,8.97,1.66,2.14,High,T5(70%) + DiD(30%),High,Bahamas Ministry of Transport and Housing – National Broadband Strategy 2023,National Broadband Strategy 2023,False
Sint Maarten (Dutch part),Banking,negative,2024-2025,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF, Article IV Consultation 2023, ""Monetary Policy"" section",Monetary tightening 2023-2024,False
Sint Maarten (Dutch part),FDI,negative,2024-2027,-10.0,4.73,-1.16,4.45,5.0,Medium,T5(40%) + DiD(60%),High,"World Bank, Country Overview 2024, ""Foreign Direct Investment"" section",FDI inflow slowdown,False
Iceland,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,World Bank – Iceland Country Overview 2024,FDI Incentive Review 2023,False
Iceland,Banking,negative,2024-2025,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF – Article IV Consultation, Iceland 2024",Monetary Tightening Cycle 2023-2024,False
Iceland,Manufacturing,positive,2024-2027,8.0,-1.92,2.05,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,Ministry of Industries – Policy Brief 2024,Alpine Manufacturing Hub Initiative,False
Iceland,Digital,positive,2024-2026,10.0,1.9,7.57,1.66,2.14,High,T5(70%) + DiD(30%),High,"UNCTAD – World Investment Report 2024, Iceland",National Broadband Expansion 2023‑2025,False
Chile,FDI,negative,2024-2027,-10.0,4.73,-5.58,4.45,5.0,High,T5(70%) + DiD(30%),High,IMF/Article IV Consultation 2023,FDI Incentive Suspension,False
Chile,Banking,positive,2024-2025,8.0,-0.99,5.3,-1.16,-0.83,High,T5(70%) + DiD(30%),High,Banco Central de Chile Press Release March 2023,Monetary Easing Cycle,False
Chile,Manufacturing,positive,2024-2027,12.0,-1.92,7.82,-2.14,-1.71,High,T5(70%) + DiD(30%),High,"Chile Ministry of Economy, Chile 2030 Strategy Document 2022",Chile 2030 Industrial Strategy,False
Chile,Digital,positive,2024-2026,9.0,1.9,6.87,1.66,2.14,High,T5(70%) + DiD(30%),High,World Bank/Chile Country Overview 2023,National Broadband Expansion,False
Sudan,FDI,negative,2024-2027,-12.0,4.73,-6.98,4.45,5.0,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation, Sudan, 2023",Suspension of Investment Incentives,False
Sudan,Banking,negative,2024-2025,-15.0,1.32,-10.1,1.1,1.55,High,T5(70%) + DiD(30%),High,"Central Bank of Sudan press releases, 2023-2024",High Policy Rate Maintenance,False
Sudan,Manufacturing,negative,2024-2027,-10.0,1.82,-6.45,1.57,2.08,High,T5(70%) + DiD(30%),High,"World Bank, Sudan Country Overview, 2023",Delay of Industrial Zones Plan,False
Sudan,Digital,negative,2024-2027,-5.0,3.28,-0.03,2.84,3.73,Medium,T5(40%) + DiD(60%),High,"UNCTAD World Investment Report, Sudan, 2023",Limited Broadband Expansion,False
Bulgaria,Banking,negative,2024-2025,-12.0,1.32,-8.0,1.1,1.55,High,T5(70%) + DiD(30%),High,"IMF Article IV Consultation 2023 – Bulgaria, Section 4.2 Monetary Policy",Bulgarian National Bank Rate Hikes 2023-2024,False
Bulgaria,FDI,negative,2024-2027,-9.0,4.73,-4.88,4.45,5.0,High,T5(70%) + DiD(30%),High,"World Bank Country Overview 2024 – Bulgaria, Investment Climate Assessment",FDI Incentive Freeze and EU Funding Reallocation,False
Bulgaria,Manufacturing,positive,2024-2026,10.0,-1.92,2.85,-2.14,-1.71,Medium,T5(40%) + DiD(60%),High,"UNCTAD World Investment Report 2024 – Bulgaria, Chapter 3 Manufacturing",Special Economic Zones Expansion 2023‑2024,False
Bulgaria,Digital,positive,2024-2027,8.0,1.9,4.34,1.66,2.14,Medium,T5(40%) + DiD(60%),High,"Ministry of Transport and Communications press release, 12 Nov 2023",National Digital Strategy 2023‑2027,False
